User Id,Name,Screen Name,UTC,Created At,Followers,Following,Favorites,Tweets,Lists,Bio,Location,URL,Verified,Protected,Default Profile,Last Posted
64929124,King Bach,KingBach,2009-08-12T03:54:39.000Z,Wed Aug 12 03:54:39 +0000 2009,2528843,134654,16899,51861,2191,"Text me (310) 620-9822 Actor/Director/Producer. ‘Where’s The Money’, ‘The Babysitter’, ‘When We First Met’. Instagram- kingbach YouTube- BachelorsPadTV","Los Angeles, CA",https://empire.lnk.to/kbmedicine,TRUE,FALSE,FALSE,2021-02-08T08:44:50.000Z
87403396,Ali Spagnola,alispagnola,2009-11-04T09:48:32.000Z,Wed Nov 04 09:48:32 +0000 2009,2500488,1472176,39915,43032,7182,Music. Comedy. Fitness. Outrageous!.... I explain in the video here→https://t.co/QQiQV3cxFb,"Los Angeles, CA",http://www.facebook.com/alispagnola,TRUE,FALSE,FALSE,2021-02-08T21:29:51.000Z
17881816,Brian Hazard,colortheory,2008-12-04T22:34:48.000Z,Thu Dec 04 22:34:48 +0000 2008,2302063,1549011,9121,1485,5409,Somehow I never outgrew the 80s 🎹🎵,"Huntington Beach, CA",https://ffm.bio/colortheory,TRUE,FALSE,FALSE,2021-02-08T22:38:06.000Z
373064710,pascal obispo,ObispoPascal,2011-09-13T22:51:33.000Z,Tue Sep 13 22:51:33 +0000 2011,1698135,1003842,228,6558,1017,"Obispo All Access, disponible sur App Store et Google Play Store. Toute ma musique et bien plus encore.
#obispoallaccess",,http://Instagram.com/pascalobispo,TRUE,FALSE,FALSE,2021-02-08T17:11:54.000Z
21360280,Murray Newlands,MurrayNewlands,2009-02-20T01:08:37.000Z,Fri Feb 20 01:08:37 +0000 2009,1623463,1230771,97817,27147,6598,"Contributor Forbes, Entrepreneur Mag. #popart #art","Palo Alto, CA",https://www.instagram.com/murraynewlands/,TRUE,FALSE,FALSE,2021-02-01T18:05:50.000Z
15210670,Harjinder Singh Kukreja,SinghLions,2008-06-23T19:22:07.000Z,Mon Jun 23 19:22:07 +0000 2008,1416266,1441498,27655,31671,2639,Sikh | Restaurateur | Forbes World Traveller | World’s most followed full-beard Sikh on Twitter | Awarded Jewels of Punjab by Ex-PM Dr. Manmohan Singh |,"Punjab, India",https://www.snapchat.com/add/singhlions,TRUE,FALSE,FALSE,2021-02-07T08:58:11.000Z
403179950,KalaniBallFree,KalaniBallFree,2011-11-02T04:01:58.000Z,Wed Nov 02 04:01:58 +0000 2011,1337332,811790,29569,54891,2208,📱TEXME: +1 (808) 201-0695📱 📧.Email:KalaniBallFree@gmail.com,Snapchat: KalaniBallFree,http://kalaniballfree.com,TRUE,FALSE,TRUE,2021-02-08T08:09:18.000Z
840897602,christian delgrosso,christiand,2012-09-23T03:05:09.000Z,Sun Sep 23 03:05:09 +0000 2012,1194871,109729,18720,12706,1206,SUBSCRIBE👉🏻 https://t.co/XQkFplygWA Business Inquiries: Christiandmanagement@gmail.com,"Actor, Los Angeles",http://vine.co/christiandelgrosso,TRUE,FALSE,FALSE,2021-02-07T21:49:40.000Z
25458378,Aaron Lee,AskAaronLee,2009-03-20T04:15:51.000Z,Fri Mar 20 04:15:51 +0000 2009,1060224,883017,1384,111112,9190,Regional Manager @agorapulse. Trying to perfect the art of cappuccino. Introvert with awesome hair. https://t.co/PZNF06OlCy ✉️hi@askaaronlee.com,Malaysia,http://AskAaronLee.com,TRUE,FALSE,FALSE,2021-02-08T16:45:35.000Z
28723372,Miles Holmwood,MilesSTEREOS,2009-04-04T02:50:26.000Z,Sat Apr 04 02:50:26 +0000 2009,899204,653474,5188,8578,610,"Guitarist of @weareSTEREOS, Multi Platinum, Writer, Producer. https://t.co/B36vAS1bI1","Toronto, Ontario",http://instagram.com/milesholmwood,TRUE,FALSE,FALSE,2020-07-11T00:01:55.000Z
16600574,Adam Bouska,bouska,2008-10-05T10:48:17.000Z,Sun Oct 05 10:48:17 +0000 2008,891744,344025,4889,15870,2686,"Fashion Photographer  & NOH8 Campaign Co-Founder ★★★★★
info@bouska.net","Los Angeles, California",http://www.adambouska.com,TRUE,FALSE,FALSE,2020-12-13T18:21:45.000Z
262749118,J.D. 🇨🇩 🇧🇪 🇫🇷 🇺🇸,iownjd,2011-03-08T17:44:56.000Z,Tue Mar 08 17:44:56 +0000 2011,875857,444879,358974,62175,1614,"A @nerdinajock's body, perpetual optimist, learn, grow, inform, inspire, engage, empower: Be cute, but real in this ugly world ✨. Welcome to the bright side 💫.","Ohio, United States",https://www.instagram.com/iownjd,FALSE,FALSE,FALSE,2021-02-09T00:11:41.000Z
44197057,SoundHub,SoundHub,2009-06-02T20:15:12.000Z,Tue Jun 02 20:15:12 +0000 2009,480666,520148,2760,4307,1994,"The UK's leading Indie Record Label, Recording Studios, Rehearsal Rooms & Band Development Facility • Submit Demo's - https://t.co/FvZYMw8uKQ","Belper, Derbyshire, UK",http://Sound-Hub.com,TRUE,FALSE,FALSE,2021-02-06T21:23:13.000Z
1462317296,➳Råine™,Raine4ver,2013-05-27T14:53:34.000Z,Mon May 27 14:53:34 +0000 2013,402479,278413,15,5777,647,"All my life, my heart has yearned for a thing I cannot name...",,,FALSE,FALSE,FALSE,2021-01-01T05:50:14.000Z
189747883,JBDK,iamdougiekent,2010-09-12T03:23:46.000Z,Sun Sep 12 03:23:46 +0000 2010,397544,278458,263859,21715,589,Her favorite duo🌹 itsjbdk@gmail.com “DON’T SPEAK” a debut single by JBDK is OUT NOW!,"Lancaster, PA",https://open.spotify.com/track/5ZWTHx6dp30SjMOXAGoU5z?si=QELx3ATqSBOT7JHc1LIXGA,TRUE,FALSE,FALSE,2020-04-02T02:56:43.000Z
186197243,Josh Horton,JugglinJosh,2010-09-02T20:40:27.000Z,Thu Sep 02 20:40:27 +0000 2010,389823,379795,14380,6420,746,"Gold Medalist | 19x Guinness World Record Holder | Trick Shooter | As seen on Ellen/Steve Harvey/ESPN | 685,000 YouTube subscribers! | Catch em all!",Text me! +1 (310) 388-8347,http://snapchat.com/add/jugglinjosh,TRUE,FALSE,FALSE,2021-02-08T23:59:12.000Z
351100725,DB-15,Dylan_Bostic,2011-08-08T19:56:40.000Z,Mon Aug 08 19:56:40 +0000 2011,359013,357870,47837,10595,492,Champion by @iamcvind Featuring Dylan Bostic available on Spotify and iTunes | https://t.co/eSGpK8Utpe,"Indianapolis, IN",,TRUE,FALSE,FALSE,2020-12-27T19:54:43.000Z
21896677,Jake Counselbaum,jakecbaum,2009-02-25T18:11:05.000Z,Wed Feb 25 18:11:05 +0000 2009,352186,360806,14229,19039,543,"Success Manager @Cision. Opinions expressed are mine. l travel. I live like there's no tomorrow. I have a long tongue. If you read this, you owe me a 🍔","Chicago, IL",,FALSE,FALSE,FALSE,2021-02-08T17:14:36.000Z
37515801,Daniel Goddard,DanielGoddard,2009-05-03T22:11:50.000Z,Sun May 03 22:11:50 +0000 2009,338632,132429,17624,22404,1849,a man on a mission,Los Angeles ,http://bildbord.com,TRUE,FALSE,FALSE,2021-02-08T03:09:13.000Z
1704926844,#NEED #BEATS?,magicondabeat,2013-08-27T15:28:26.000Z,Tue Aug 27 15:28:26 +0000 2013,320905,353745,4610,9696,563,"🎹Producer 🥇Credits: Rick Ross, Sean Kingston, Slim Thug,  Chamillionaire and more. 👇Click below to download beats.",,http://beatflix.co,FALSE,FALSE,FALSE,2020-12-27T21:11:30.000Z
249326493,𝒯𝒶𝓎𝓁𝑜𝓇,TayIorJordan,2011-02-08T20:41:18.000Z,Tue Feb 08 20:41:18 +0000 2011,299554,1083142,6120,997440,151,⎈ 𝕚 𝕜𝕟𝕠𝕨 𝔾𝕠𝕕 𝕘𝕠𝕥 𝕄𝕖 ∞,"New Orleans, LA",,FALSE,FALSE,FALSE,2021-01-21T16:25:46.000Z
30160168,Mike Loftus,MikeLoftus_,2009-04-10T04:25:29.000Z,Fri Apr 10 04:25:29 +0000 2009,297849,784714,11568,3697,196,Coffeeholic ☕️ /⭐️XXX⭐️/ Skateboarder 🛹,"San Diego, CA",https://www.paypal.me/MLoftus541,FALSE,FALSE,FALSE,2021-02-09T01:42:25.000Z
481064997,Ray,rlj710,2012-02-02T08:04:47.000Z,Thu Feb 02 08:04:47 +0000 2012,288465,333145,2060,122,232,Just here to hang out and tweet what's on my mind. I always follow back and unfollow back. #followback Rlj710 - instagram and snapchat,"Pittsburgh, PA, USA",http://instagram.com/rlj710/,FALSE,FALSE,FALSE,2018-06-07T13:54:50.000Z
35726888,CRASH MIDNIGHT,CrashMidnight,2009-04-27T12:15:34.000Z,Mon Apr 27 12:15:34 +0000 2009,280705,271106,6423,7007,752,#ROCKNROLLISBACK - New Single DON'T NEED YOUR ADVICE Out Now! - Interviews/Press email crashmidnight@gmail.com,Just Another Band Outta BOSTON,http://www.CRASHMIDNIGHT.COM,TRUE,FALSE,FALSE,2021-02-07T20:20:38.000Z
37344229,Brandon Evans,bevansisme,2009-05-03T02:35:56.000Z,Sun May 03 02:35:56 +0000 2009,278605,140165,505246,271581,1530,"➳ SINGER // SONGWRITER. 🎧 
➳ iREPLY TO EVERY TWEET! ✎
➳ Instagram: brandonevans
➳ Email: bevansbooking@yahoo.com",,http://www.youtube.com/brandonnnnnn12,TRUE,FALSE,FALSE,2021-02-07T21:33:26.000Z
2868663736,Christian Vind & Sundra Xaphakdy,IamCvind,2014-11-09T08:34:11.000Z,Sun Nov 09 08:34:11 +0000 2014,277341,174581,65423,28904,940,"Seen on @Inc & @Forbes! Co-founder of @BcauseYouCan LLC! Musician, Songwriter & Producer who loves @SundraXaphakdy & @TheKiaraVShow | Bylines @OfficialNOWEnt",MN | LAX | NY,https://music.apple.com/us/album/on-time/1525512983?i=1525512984,TRUE,FALSE,FALSE,2021-02-08T02:34:40.000Z
243456489,JBDK,TheRealJbre,2011-01-27T02:41:06.000Z,Thu Jan 27 02:41:06 +0000 2011,266871,192702,78531,19848,391,Her favorite duo🌹 itsjbdk@gmail.com,"Lancaster, PA",http://Instagram.com/itsjbdk,TRUE,FALSE,FALSE,2019-10-17T00:16:13.000Z
14297098,DLS,ItsDLS,2008-04-03T21:47:22.000Z,Thu Apr 03 21:47:22 +0000 2008,265200,229717,232,63577,1177,"Entrepreneur, Music Composer and Producer. Owner of DLS Beats.",,http://DLSBeats.com,FALSE,FALSE,FALSE,2019-05-16T21:31:26.000Z
502147330,GIOVANNI,UnTwittos_,2012-02-24T21:20:40.000Z,Fri Feb 24 21:20:40 +0000 2012,254124,278011,13951,28707,73,"Algérien de 23 ans avec un prénom italien, je tweet à mes heures perdues 🇩🇿 #followback","Caen, France",,FALSE,FALSE,FALSE,2021-02-03T18:13:37.000Z
284645262,Luke Potter,lukepottermusic,2011-04-19T17:45:15.000Z,Tue Apr 19 17:45:15 +0000 2011,241915,147509,34233,18915,858,Producer/Songwriter/Artist LukePotterMusic@gmail.com,Stream my new single 👉🏻,https://open.spotify.com/track/2QsVaK4jBm8JoeBwcpmobo?si=kJR3TtmDT-6W2aKV4VBzCw,TRUE,FALSE,FALSE,2021-02-08T14:51:48.000Z
236095380,Mark Battles,markbattles317,2011-01-09T20:03:07.000Z,Sun Jan 09 20:03:07 +0000 2011,219914,192796,41861,120700,352,(Toni Vasi) Independent artist managed by @coachk44 #QualityControl #QC #SolidFoundation Features&Booking: Thevasifamily@gmail.com IG: Markbattles317, V A $ I ,https://foundation-media.ffm.to/bigmb,TRUE,FALSE,FALSE,2021-02-08T05:42:52.000Z
410811685,Thunder Apparel,ThunderApparel,2011-11-12T16:10:08.000Z,Sat Nov 12 16:10:08 +0000 2011,217855,202013,59239,109724,178,,UK,http://thunderapparel.co.uk,FALSE,FALSE,FALSE,2020-02-25T13:58:42.000Z
481926866,🎁 #Ifollowback🦌,sharker102s,2012-02-03T10:11:52.000Z,Fri Feb 03 10:11:52 +0000 2012,210210,232346,10578,12288,216,"name Anthony&luv God,helping people&into music,sports,games,wrestling supportin troops&plz feel free to ask question here  https://t.co/Lq31trBZ40","850 milton,FL",,FALSE,FALSE,FALSE,2021-02-07T05:05:58.000Z
14742479,Stephen Robinson⚡️,xstex,2008-05-12T09:59:35.000Z,Mon May 12 09:59:35 +0000 2008,205252,169925,24001,185444,1219,"Digital Marketer 🚀 travel, photography, film, gaming, @LFC. Grab a free share at my link. 👇📈",Liverpool,https://magic.freetrade.io/join/stephen/bd72c884,FALSE,FALSE,FALSE,2021-02-08T22:20:46.000Z
971050080,D I O R  ❤✨,GorgeousDiior,2012-11-26T00:38:35.000Z,Mon Nov 26 00:38:35 +0000 2012,204949,215597,134,982,153,The Less You Give A Damn The Happier You Will Be✌ Follow⛵️Me ♥♡♥♡,,,FALSE,FALSE,FALSE,2019-11-27T18:35:32.000Z
2540573335,Whitty Whitesell,WhittyWhitesell,2014-06-02T01:40:39.000Z,Mon Jun 02 01:40:39 +0000 2014,199318,185963,7341,4068,682,12 String Acoustic Singer/Songwriter/Producer. Music and Videos at https://t.co/e2aNtWp0dB.,,http://www.whitty.bz,FALSE,FALSE,TRUE,2021-02-02T04:49:48.000Z
784995410,Humour de Femmes,Humourfemmes,2012-08-27T16:18:50.000Z,Mon Aug 27 16:18:50 +0000 2012,191742,104963,2583,26288,86,Le sexe fort c'est les femmes.,,http://instagram.com/humourdefemme,FALSE,FALSE,FALSE,2021-01-27T12:39:55.000Z
2161870429,Luke Hutch,LukeHutchMusic,2013-10-29T00:34:40.000Z,Tue Oct 29 00:34:40 +0000 2013,191174,161837,6417,3187,270,Recording Artist From Miami /Snapchat- TheMightyHutchh,"Miami, FL",,FALSE,FALSE,FALSE,2021-01-28T01:52:29.000Z
55660997,SNCKPCK ★彡,SNCKPCK,2009-07-10T20:53:46.000Z,Fri Jul 10 20:53:46 +0000 2009,187945,174110,176418,61137,842,"🌥 i make music for plants and books for bugs 🌱 💌pen pals?📬🎨 PO BOX 44. BURLESON, TX. 76097",planet earth ~ he/him,http://SNCKPCK.com,TRUE,FALSE,FALSE,2021-02-03T20:27:18.000Z
